,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
1016,2,0,1,113,1,0,1,1,1,3,1,1,0,25,10,1,0,1,96,38,30,87,46,20,1,0,0,1
1015,2,0,1,113,1,0,1,1,1,3,1,1,0,25,10,1,0,1,88,32,120,83,36,20,0,0,0,2
1014,2,0,1,113,1,0,1,1,1,3,1,1,0,25,10,1,0,1,88,38,60,85,42,10,1,0,0,1
1013,2,0,1,113,1,0,1,1,1,3,1,1,0,25,10,1,0,1,88,32,60,87,35,20,1,0,0,1
1012,2,0,1,113,1,0,1,1,1,3,1,1,0,25,10,1,0,1,96,32,120,87,35,30,0,0,0,2
1011,2,0,1,113,1,0,1,1,1,3,1,1,0,25,10,1,0,1,96,29,60,87,32,10,0,0,0,2
1010,2,0,1,113,1,0,1,1,1,3,1,1,0,25,10,1,0,1,113,29,120,87,32,20,1,0,0,2
9897,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,342,212,120,260,253,10,0,224,170,3
9892,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,342,212,30,242,227,10,0,364,221,2
9893,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,453,212,60,260,253,30,0,364,136,2
9894,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,342,177,30,250,227,20,0,224,136,3
9895,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,453,159,60,250,177,20,0,280,221,2
9896,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,379,159,120,242,210,10,0,280,136,2
9898,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,342,159,30,260,182,30,0,280,170,2
9899,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,453,177,60,242,198,10,0,224,170,3
9891,3,1,1,1100,1,0,3,1,1,2,1,2,0,25,21,1,1,1,379,212,120,250,231,20,0,364,170,2
3608,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,97,42,30,46,56,20,1,60,65,1
3607,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,90,35,120,39,43,20,0,60,65,2
3606,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,90,42,60,42,49,10,1,60,40,2
3605,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,90,35,60,46,42,20,1,78,50,2
3604,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,97,35,120,46,42,30,0,48,65,2
3603,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,97,31,60,46,40,10,0,78,65,2
3601,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,90,31,120,42,38,30,0,78,40,2
3600,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,111,42,120,39,46,30,1,60,50,2
3602,2,0,1,401,1,0,1,3,1,3,1,2,0,2,1,1,1,1,111,31,120,46,40,20,1,48,40,2
10432,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,186,147,120,102,176,10,0,208,169,2
10433,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,186,132,30,99,167,20,0,208,130,2
10434,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,142,132,60,99,167,30,0,128,169,3
10435,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,157,147,30,99,162,30,0,208,104,2
10436,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,157,132,30,102,147,10,0,128,130,3
10437,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,157,176,60,99,176,20,0,128,104,3
10438,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,186,176,30,102,181,30,0,128,169,3
10439,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,157,147,60,102,176,30,0,160,130,3
10431,3,1,1,1160,1,1,3,1,0,3,1,3,0,12,22,1,1,1,186,147,30,106,155,10,0,160,104,2
5328,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,157,96,120,74,99,30,0,100,60,3
5336,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,132,96,30,81,123,20,0,100,78,3
5335,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,119,80,120,74,95,20,0,100,78,2
5334,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,119,96,60,77,106,10,0,100,48,3
5333,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,119,80,60,81,90,20,0,130,60,2
5332,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,132,80,120,81,90,30,0,80,78,3
5331,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,132,72,60,81,86,10,0,130,78,2
5330,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,157,72,120,81,86,20,0,80,48,3
5329,3,1,1,593,1,0,3,0,0,2,1,0,0,2,1,1,1,1,119,72,120,77,83,30,0,130,48,2
9782,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,236,123,60,63,144,10,0,216,160,3
9774,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,200,148,120,71,165,20,0,351,160,3
9775,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,182,148,30,63,156,10,0,351,208,2
9776,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,236,148,60,81,198,30,0,351,128,3
9777,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,182,123,30,71,172,20,0,216,128,3
9778,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,236,111,60,71,128,20,0,270,208,2
9779,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,200,111,120,63,156,10,0,270,128,3
9780,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,182,148,120,81,198,10,0,216,160,3
9781,3,1,1,1087,1,0,3,1,1,5,1,2,0,25,1,1,1,1,182,111,30,81,132,30,0,270,160,2
7586,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,188,189,60,80,254,30,0,200,135,1
7581,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,170,170,60,74,237,30,0,160,175,1
7582,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,188,189,30,74,225,30,0,260,108,1
7583,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,188,170,30,80,194,10,0,160,135,2
7584,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,188,227,60,74,245,20,0,160,108,3
7585,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,224,227,30,80,254,30,0,160,175,3
7580,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,224,170,30,74,237,20,0,260,135,3
7578,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,224,189,30,88,210,10,0,200,108,3
7579,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,1,1,1,224,189,120,80,254,10,0,260,175,1
1907,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,76,5040,30,45,5460,30,0,0,0,2
1906,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,69,4200,60,45,6720,30,0,0,0,2
1905,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,69,5040,60,43,5040,20,0,0,0,2
1904,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,69,3780,30,45,5040,10,1,0,0,2
1899,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,76,4200,30,47,5040,10,0,0,0,2
1900,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,76,3780,30,43,6720,20,0,0,0,2
1901,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,76,4200,120,45,6720,10,1,0,0,2
1902,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,66,3780,60,43,6720,30,1,0,0,2
1903,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,1,0,1,69,4200,30,43,5460,30,1,0,0,2
6582,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,128,64,60,83,76,10,0,156,97,2
6581,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,152,64,120,83,76,20,0,96,60,3
6580,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,116,64,120,79,74,30,0,156,60,2
6579,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,152,85,120,76,88,30,0,120,75,2
6587,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,128,85,30,83,105,20,0,120,97,2
6586,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,116,71,120,76,81,20,0,120,97,2
6585,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,116,85,60,79,92,10,0,120,60,2
6584,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,116,71,60,83,78,20,0,156,75,2
6583,3,1,1,732,1,1,1,2,0,4,1,3,0,2,1,1,1,1,128,71,120,83,78,30,0,96,97,3
9269,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,236,114,60,83,139,10,0,168,110,2
9266,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,197,103,120,83,144,10,0,210,88,3
9265,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,236,103,60,89,123,20,0,210,143,2
9264,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,177,114,30,89,156,20,0,168,88,3
9263,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,236,137,60,97,182,30,0,273,88,3
9262,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,177,137,30,83,149,10,0,273,143,2
9261,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,197,137,120,89,156,20,0,273,110,2
9268,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,177,103,30,97,128,30,0,210,110,2
9267,3,1,1,1030,1,0,3,1,0,4,1,2,0,19,22,1,1,1,177,137,120,97,182,10,0,168,110,3
10010,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,236,126,60,81,168,30,0,325,104,3
10009,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,182,126,30,63,133,10,0,325,169,2
10015,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,182,94,30,81,112,30,0,250,130,2
10008,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,200,126,120,71,140,20,0,325,130,2
10011,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,182,105,30,71,146,20,0,200,104,3
10012,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,236,94,60,71,109,20,0,250,169,2
10013,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,200,94,120,63,133,10,0,250,104,2
10014,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,182,126,120,81,168,10,0,200,130,3
10016,3,1,1,1113,1,1,1,1,0,4,0,2,0,1,25,1,1,1,236,105,60,63,122,10,0,200,130,2
8300,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,190,138,120,107,162,20,0,80,52,3
8299,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,142,138,120,103,155,30,0,130,52,3
8298,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,190,184,120,100,189,30,0,100,65,3
8301,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,158,138,60,107,162,10,0,130,84,3
8302,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,158,153,120,107,167,30,0,80,84,3
8303,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,142,153,60,107,167,20,0,130,65,3
8306,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,158,184,30,107,218,20,0,100,84,3
8304,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,142,184,60,103,194,10,0,100,52,3
8305,3,1,1,923,1,1,3,2,1,3,1,3,0,2,1,1,1,1,142,153,120,100,169,20,0,100,84,3
57,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,80,35,30,32,49,20,0,72,112,2
58,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,101,31,60,32,38,20,0,90,182,2
56,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,101,42,60,36,56,30,0,117,112,2
59,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,87,31,120,29,46,10,0,90,112,2
60,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,80,42,120,36,56,10,0,72,140,1
61,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,80,31,30,36,40,30,0,90,140,2
62,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,101,35,60,29,43,10,0,72,140,2
54,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,87,42,120,32,49,20,0,117,140,2
55,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,1,1,1,80,42,30,29,46,10,0,117,182,2
8683,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,185,50,120,151,57,20,0,160,110,2
8684,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,206,60,30,158,72,20,0,160,110,2
8682,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,185,60,60,154,66,10,0,160,68,3
8681,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,185,50,60,158,54,20,0,208,85,2
8680,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,206,50,120,158,54,30,0,128,110,2
8679,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,206,45,60,158,53,10,0,208,110,2
8678,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,247,45,120,158,53,20,0,128,68,3
8676,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,247,60,120,151,64,30,0,160,85,2
8677,3,1,1,965,1,0,1,1,0,5,1,1,0,2,20,1,1,1,185,45,120,154,52,30,0,208,68,2
9824,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,157,98,60,123,103,20,0,221,95,2
9820,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,157,88,120,119,98,30,0,221,76,2
9819,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,209,118,120,116,116,30,0,170,95,3
9827,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,174,118,30,123,132,20,0,170,123,2
9826,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,157,98,120,116,106,20,0,170,123,2
9825,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,157,118,60,119,123,10,0,170,76,3
9823,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,174,98,120,123,103,30,0,136,123,3
9822,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,174,88,60,123,99,10,0,221,123,2
9821,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,1,1,1,209,88,120,123,99,20,0,136,76,3
6383,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,146,175,60,55,196,30,0,286,104,3
6382,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,114,175,30,44,178,10,0,286,169,2
6389,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,146,146,60,44,161,10,0,176,130,2
6387,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,114,175,120,55,196,10,0,176,130,3
6386,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,125,131,120,44,155,10,0,220,104,2
6385,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,146,131,60,49,140,20,0,220,169,2
6384,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,114,146,30,49,168,20,0,176,104,3
6381,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,125,175,120,49,183,20,0,286,130,2
6388,3,1,1,710,1,1,1,2,0,3,1,3,0,2,25,1,1,1,114,131,30,55,146,30,0,220,130,2
9341,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,275,173,30,131,248,20,0,260,201,2
9339,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,249,173,60,117,210,10,0,260,124,2
9338,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,249,144,60,131,165,20,0,338,155,2
9337,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,275,144,120,131,165,30,0,208,201,2
9336,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,275,130,60,131,165,10,0,338,201,2
9335,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,326,130,120,131,165,20,0,208,124,2
9334,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,249,130,120,117,156,30,0,338,124,2
9333,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,326,173,120,106,194,30,0,260,155,2
9340,3,1,1,1038,1,0,3,1,0,2,1,1,0,17,25,1,1,1,249,144,120,106,177,20,0,260,201,2
9514,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,270,118,30,227,116,10,0,182,123,2
9515,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,314,118,60,234,132,30,0,182,76,3
9519,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,270,118,120,234,132,10,0,112,95,3
9520,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,270,88,30,234,98,30,0,140,95,3
9521,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,314,98,60,227,106,10,0,112,95,3
9518,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,285,88,120,227,106,10,0,140,76,3
9517,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,314,88,60,230,98,20,0,140,123,3
9513,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,285,118,120,230,123,20,0,182,95,3
9516,3,1,1,1058,1,0,3,1,0,2,0,2,0,25,2,1,1,1,270,98,30,230,114,20,0,112,76,3
6263,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,189,81,60,107,90,10,0,120,95,3
6260,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,160,73,120,107,92,10,0,150,76,3
6262,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,146,73,30,114,84,30,0,150,95,3
6259,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,189,73,60,110,81,20,0,150,123,3
6255,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,160,97,120,110,105,20,0,195,95,2
6256,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,146,97,30,107,97,10,0,195,123,2
6257,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,189,97,60,114,112,30,0,195,76,2
6258,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,146,81,30,110,99,20,0,120,76,3
6261,3,1,1,696,1,1,1,2,0,2,1,3,0,2,17,1,1,1,146,97,120,114,112,10,0,120,95,3
6113,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,273,81,30,190,105,20,0,221,105,3
6115,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,234,90,30,190,105,30,0,221,84,3
6116,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,234,81,30,193,90,10,0,136,105,3
6117,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,234,108,60,190,112,20,0,136,84,3
6119,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,234,90,60,193,112,30,0,170,105,2
6114,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,215,81,60,190,105,30,0,136,136,3
6118,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,273,108,30,193,118,30,0,136,136,3
6111,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,273,90,30,197,97,10,0,170,84,3
6112,3,1,1,680,1,1,1,1,0,3,1,2,0,20,10,1,1,1,273,90,120,193,112,10,0,221,136,2
2164,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,230,62,120,111,70,30,0,152,169,1
2167,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,212,62,120,93,72,20,0,190,169,1
2166,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,212,74,60,101,82,10,1,190,104,1
2165,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,212,62,60,111,70,20,1,247,130,1
2163,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,230,56,60,111,66,10,0,247,169,1
2162,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,266,56,120,111,66,20,1,152,104,1
2161,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,212,56,120,101,64,30,0,247,104,1
2160,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,266,74,120,93,78,30,1,190,130,1
2168,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,1,1,1,230,74,30,111,99,20,1,190,169,1
7139,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,200,64,120,119,71,20,0,120,72,3
7138,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,152,64,120,115,68,30,0,195,72,2
7140,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,168,64,60,119,71,10,0,195,117,2
7145,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,168,85,30,119,92,20,0,150,117,2
7144,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,152,71,120,112,76,20,0,150,117,2
7143,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,152,85,60,115,84,10,0,150,72,3
7137,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,200,85,120,112,84,30,0,150,90,2
7142,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,152,71,60,119,74,20,0,195,90,2
7141,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,1,1,1,168,71,120,119,74,30,0,120,117,2
2393,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,81,12,30,50,15,30,0,48,13,2
2385,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,81,10,30,52,12,10,0,60,8,2
2386,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,81,9,30,48,14,20,0,78,10,2
2387,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,81,10,120,50,16,10,1,78,13,2
2388,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,71,9,60,48,14,30,1,48,13,1
2389,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,74,10,30,48,12,30,1,78,8,2
2390,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,74,12,60,48,14,20,0,48,8,2
2391,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,74,9,30,50,11,10,1,48,10,2
2392,2,0,1,266,1,0,2,1,1,5,1,2,0,25,22,1,1,1,74,10,60,50,16,30,0,60,10,3
6813,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,185,101,120,101,105,30,0,180,105,2
6814,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,141,76,120,104,84,30,0,234,84,2
6815,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,185,76,120,108,88,20,0,144,84,2
6816,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,156,76,60,108,88,10,0,234,136,2
6818,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,141,84,60,108,90,20,0,234,105,2
6819,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,141,101,60,104,109,10,0,180,84,2
6820,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,141,84,120,101,94,20,0,180,136,2
6817,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,156,84,120,108,90,30,0,144,136,2
6821,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,1,1,1,156,101,30,108,118,20,0,180,136,2
7881,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,209,227,60,90,245,20,0,128,84,3
7876,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,249,189,120,96,254,10,0,208,136,2
7877,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,249,170,30,90,237,20,0,208,105,2
7878,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,189,170,60,90,237,30,0,128,136,3
7879,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,209,189,30,90,225,30,0,208,84,2
7880,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,209,170,30,96,194,10,0,128,105,3
7882,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,249,227,30,96,254,30,0,128,136,3
7883,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,209,189,60,96,254,30,0,160,105,3
7875,3,1,1,876,1,1,3,2,0,4,1,3,0,2,17,1,1,1,249,189,30,104,218,10,0,160,84,3
5781,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,142,77,60,105,103,30,0,88,84,2
5780,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,188,77,30,105,103,20,0,143,65,1
5784,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,157,103,60,105,106,20,0,88,52,3
5785,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,188,103,30,108,111,30,0,88,84,2
5786,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,157,86,60,108,111,30,0,110,65,3
5778,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,188,86,30,112,95,10,0,110,52,3
5779,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,188,86,120,108,111,10,0,143,84,2
5782,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,157,86,30,105,98,30,0,143,52,2
5783,3,1,1,643,1,0,3,2,1,4,1,3,0,2,1,1,1,1,157,77,30,108,90,10,0,88,65,2
10346,3,1,1,1150,1,1,1,3,0,4,1,3,0,25,2,1,1,1,125,61,30,49,71,10,0,96,75,2
